gysz;Megrendelésszám;Gyáriszám;Megnevezés ;Cikkszám;GYÉv;;
00866951;4570000557;1300866951;G4_FLOG_RF1_MEMB_05;G00018;2013;000866951;0000866951
00867480;4570000557;1300867480;G4_FLOG_RF1_MEMB_05;G00018;2013;000867480;0000867480
00867594;4570000557;1300867594;G4_FLOG_RF1_MEMB_05;G00018;2013;000867594;0000867594
00867800;4570000557;1300867800;G4_FLOG_RF1_MEMB_05;G00018;2013;000867800;0000867800
00867908;4570000557;1300867908;G4_FLOG_RF1_MEMB_05;G00018;2013;000867908;0000867908
00867911;4570000557;1300867911;G4_FLOG_RF1_MEMB_05;G00018;2013;000867911;0000867911
00868197;4570000557;1300868197;G4_FLOG_RF1_MEMB_05;G00018;2013;000868197;0000868197
00868211;4570000557;1300868211;G4_FLOG_RF1_MEMB_05;G00018;2013;000868211;0000868211
00868213;4570000557;1300868213;G4_FLOG_RF1_MEMB_05;G00018;2013;000868213;0000868213
00868314;4570000557;1300868314;G4_FLOG_RF1_MEMB_05;G00018;2013;000868314;0000868314
00868321;4570000557;1300868321;G4_FLOG_RF1_MEMB_05;G00018;2013;000868321;0000868321
00868336;4570000557;1300868336;G4_FLOG_RF1_MEMB_05;G00018;2013;000868336;0000868336
00868531;4570000557;1300868531;G4_FLOG_RF1_MEMB_05;G00018;2013;000868531;0000868531
00867948;4570000557;1300867948;G4_FLOG_RF1_MEMB_05;G00018;2013;000867948;0000867948
00867949;4570000557;1300867949;G4_FLOG_RF1_MEMB_05;G00018;2013;000867949;0000867949
00867957;4570000557;1300867957;G4_FLOG_RF1_MEMB_05;G00018;2013;000867957;0000867957
00867984;4570000557;1300867984;G4_FLOG_RF1_MEMB_05;G00018;2013;000867984;0000867984
00868630;4570000557;1300868630;G4_FLOG_RF1_MEMB_05;G00018;2013;000868630;0000868630
00868639;4570000557;1300868639;G4_FLOG_RF1_MEMB_05;G00018;2013;000868639;0000868639
00868641;4570000557;1300868641;G4_FLOG_RF1_MEMB_05;G00018;2013;000868641;0000868641
00868646;4570000557;1300868646;G4_FLOG_RF1_MEMB_05;G00018;2013;000868646;0000868646
00868650;4570000557;1300868650;G4_FLOG_RF1_MEMB_05;G00018;2013;000868650;0000868650
00868768;4570000557;1300868768;G4_FLOG_RF1_MEMB_05;G00018;2013;000868768;0000868768
00869291;4570000557;1300869291;G4_FLOG_RF1_MEMB_05;G00018;2013;000869291;0000869291
00869434;4570000557;1300869434;G4_FLOG_RF1_MEMB_05;G00018;2013;000869434;0000869434
00870082;4570000557;1300870082;G4_FLOG_RF1_MEMB_05;G00018;2013;000870082;0000870082
00870900;4570000557;1300870900;G4_FLOG_RF1_MEMB_05;G00018;2013;000870900;0000870900
00870903;4570000557;1300870903;G4_FLOG_RF1_MEMB_05;G00018;2013;000870903;0000870903
00870978;4570000557;1300870978;G4_FLOG_RF1_MEMB_05;G00018;2013;000870978;0000870978
00870979;4570000557;1300870979;G4_FLOG_RF1_MEMB_05;G00018;2013;000870979;0000870979
00870980;4570000557;1300870980;G4_FLOG_RF1_MEMB_05;G00018;2013;000870980;0000870980
00870994;4570000557;1300870994;G4_FLOG_RF1_MEMB_05;G00018;2013;000870994;0000870994
00871004;4570000557;1300871004;G4_FLOG_RF1_MEMB_05;G00018;2013;000871004;0000871004
00871015;4570000557;1300871015;G4_FLOG_RF1_MEMB_05;G00018;2013;000871015;0000871015
00871114;4570000557;1300871114;G4_FLOG_RF1_MEMB_05;G00018;2013;000871114;0000871114
00871117;4570000557;1300871117;G4_FLOG_RF1_MEMB_05;G00018;2013;000871117;0000871117
00871123;4570000557;1300871123;G4_FLOG_RF1_MEMB_05;G00018;2013;000871123;0000871123
00871136;4570000557;1300871136;G4_FLOG_RF1_MEMB_05;G00018;2013;000871136;0000871136
00871505;4570000557;1300871505;G4_FLOG_RF1_MEMB_05;G00018;2013;000871505;0000871505
00872261;4570000557;1300872261;G4_FLOG_RF1_MEMB_05;G00018;2013;000872261;0000872261
00872085;4570000557;1300872085;G4_FLOG_RF1_MEMB_05;G00018;2013;000872085;0000872085
00872459;4570000557;1300872459;G4_FLOG_RF1_MEMB_05;G00018;2013;000872459;0000872459
00872474;4570000557;1300872474;G4_FLOG_RF1_MEMB_05;G00018;2013;000872474;0000872474
00872582;4570000557;1300872582;G4_FLOG_RF1_MEMB_05;G00018;2013;000872582;0000872582
00872615;4570000557;1300872615;G4_FLOG_RF1_MEMB_05;G00018;2013;000872615;0000872615
00872623;4570000557;1300872623;G4_FLOG_RF1_MEMB_05;G00018;2013;000872623;0000872623
00872813;4570000557;1300872813;G4_FLOG_RF1_MEMB_05;G00018;2013;000872813;0000872813
00872932;4570000557;1300872932;G4_FLOG_RF1_MEMB_05;G00018;2013;000872932;0000872932
00872941;4570000557;1300872941;G4_FLOG_RF1_MEMB_05;G00018;2013;000872941;0000872941
00872942;4570000557;1300872942;G4_FLOG_RF1_MEMB_05;G00018;2013;000872942;0000872942
00872953;4570000557;1300872953;G4_FLOG_RF1_MEMB_05;G00018;2013;000872953;0000872953
00872955;4570000557;1300872955;G4_FLOG_RF1_MEMB_05;G00018;2013;000872955;0000872955
00872957;4570000557;1300872957;G4_FLOG_RF1_MEMB_05;G00018;2013;000872957;0000872957
00872958;4570000557;1300872958;G4_FLOG_RF1_MEMB_05;G00018;2013;000872958;0000872958
00872985;4570000557;1300872985;G4_FLOG_RF1_MEMB_05;G00018;2013;000872985;0000872985
00872992;4570000557;1300872992;G4_FLOG_RF1_MEMB_05;G00018;2013;000872992;0000872992
00873775;4570000557;1300873775;G4_FLOG_RF1_MEMB_05;G00018;2013;000873775;0000873775
00874027;4570000557;1300874027;G4_FLOG_RF1_MEMB_05;G00018;2013;000874027;0000874027
00874090;4570000557;1300874090;G4_FLOG_RF1_MEMB_05;G00018;2013;000874090;0000874090
00874097;4570000557;1300874097;G4_FLOG_RF1_MEMB_05;G00018;2013;000874097;0000874097
00874111;4570000557;1300874111;G4_FLOG_RF1_MEMB_05;G00018;2013;000874111;0000874111
00874126;4570000557;1300874126;G4_FLOG_RF1_MEMB_05;G00018;2013;000874126;0000874126
00874144;4570000557;1300874144;G4_FLOG_RF1_MEMB_05;G00018;2013;000874144;0000874144
00874154;4570000557;1300874154;G4_FLOG_RF1_MEMB_05;G00018;2013;000874154;0000874154
00874157;4570000557;1300874157;G4_FLOG_RF1_MEMB_05;G00018;2013;000874157;0000874157
00874159;4570000557;1300874159;G4_FLOG_RF1_MEMB_05;G00018;2013;000874159;0000874159
00874163;4570000557;1300874163;G4_FLOG_RF1_MEMB_05;G00018;2013;000874163;0000874163
00874165;4570000557;1300874165;G4_FLOG_RF1_MEMB_05;G00018;2013;000874165;0000874165
00874166;4570000557;1300874166;G4_FLOG_RF1_MEMB_05;G00018;2013;000874166;0000874166
00874168;4570000557;1300874168;G4_FLOG_RF1_MEMB_05;G00018;2013;000874168;0000874168
00874174;4570000557;1300874174;G4_FLOG_RF1_MEMB_05;G00018;2013;000874174;0000874174
00874175;4570000557;1300874175;G4_FLOG_RF1_MEMB_05;G00018;2013;000874175;0000874175
00874204;4570000557;1300874204;G4_FLOG_RF1_MEMB_05;G00018;2013;000874204;0000874204
00874224;4570000557;1300874224;G4_FLOG_RF1_MEMB_05;G00018;2013;000874224;0000874224
00874228;4570000557;1300874228;G4_FLOG_RF1_MEMB_05;G00018;2013;000874228;0000874228
00874230;4570000557;1300874230;G4_FLOG_RF1_MEMB_05;G00018;2013;000874230;0000874230
00874231;4570000557;1300874231;G4_FLOG_RF1_MEMB_05;G00018;2013;000874231;0000874231
00874235;4570000557;1300874235;G4_FLOG_RF1_MEMB_05;G00018;2013;000874235;0000874235
00874236;4570000557;1300874236;G4_FLOG_RF1_MEMB_05;G00018;2013;000874236;0000874236
00874241;4570000557;1300874241;G4_FLOG_RF1_MEMB_05;G00018;2013;000874241;0000874241
00874248;4570000557;1300874248;G4_FLOG_RF1_MEMB_05;G00018;2013;000874248;0000874248
00874250;4570000557;1300874250;G4_FLOG_RF1_MEMB_05;G00018;2013;000874250;0000874250
00874257;4570000557;1300874257;G4_FLOG_RF1_MEMB_05;G00018;2013;000874257;0000874257
00874266;4570000557;1300874266;G4_FLOG_RF1_MEMB_05;G00018;2013;000874266;0000874266
00874273;4570000557;1300874273;G4_FLOG_RF1_MEMB_05;G00018;2013;000874273;0000874273
00874275;4570000557;1300874275;G4_FLOG_RF1_MEMB_05;G00018;2013;000874275;0000874275
00874282;4570000557;1300874282;G4_FLOG_RF1_MEMB_05;G00018;2013;000874282;0000874282
00874293;4570000557;1300874293;G4_FLOG_RF1_MEMB_05;G00018;2013;000874293;0000874293
00874297;4570000557;1300874297;G4_FLOG_RF1_MEMB_05;G00018;2013;000874297;0000874297
00874408;4570000557;1300874408;G4_FLOG_RF1_MEMB_05;G00018;2013;000874408;0000874408
00874614;4570000557;1300874614;G4_FLOG_RF1_MEMB_05;G00018;2013;000874614;0000874614
00874952;4570000557;1300874952;G4_FLOG_RF1_MEMB_05;G00018;2013;000874952;0000874952
00874997;4570000557;1300874997;G4_FLOG_RF1_MEMB_05;G00018;2013;000874997;0000874997
00875287;4570000557;1300875287;G4_FLOG_RF1_MEMB_05;G00018;2013;000875287;0000875287
00875299;4570000557;1300875299;G4_FLOG_RF1_MEMB_05;G00018;2013;000875299;0000875299
00875306;4570000557;1300875306;G4_FLOG_RF1_MEMB_05;G00018;2013;000875306;0000875306
00875316;4570000557;1300875316;G4_FLOG_RF1_MEMB_05;G00018;2013;000875316;0000875316
00875319;4570000557;1300875319;G4_FLOG_RF1_MEMB_05;G00018;2013;000875319;0000875319
00875354;4570000557;1300875354;G4_FLOG_RF1_MEMB_05;G00018;2013;000875354;0000875354
00875393;4570000557;1300875393;G4_FLOG_RF1_MEMB_05;G00018;2013;000875393;0000875393
00875403;4570000557;1300875403;G4_FLOG_RF1_MEMB_05;G00018;2013;000875403;0000875403
00875408;4570000557;1300875408;G4_FLOG_RF1_MEMB_05;G00018;2013;000875408;0000875408
00875411;4570000557;1300875411;G4_FLOG_RF1_MEMB_05;G00018;2013;000875411;0000875411
00875418;4570000557;1300875418;G4_FLOG_RF1_MEMB_05;G00018;2013;000875418;0000875418
00875580;4570000557;1300875580;G4_FLOG_RF1_MEMB_05;G00018;2013;000875580;0000875580
00875594;4570000557;1300875594;G4_FLOG_RF1_MEMB_05;G00018;2013;000875594;0000875594
00875599;4570000557;1300875599;G4_FLOG_RF1_MEMB_05;G00018;2013;000875599;0000875599
00875618;4570000557;1300875618;G4_FLOG_RF1_MEMB_05;G00018;2013;000875618;0000875618
00875626;4570000557;1300875626;G4_FLOG_RF1_MEMB_05;G00018;2013;000875626;0000875626
00875709;4570000557;1300875709;G4_FLOG_RF1_MEMB_05;G00018;2013;000875709;0000875709
00875818;4570000557;1300875818;G4_FLOG_RF1_MEMB_05;G00018;2013;000875818;0000875818
00875868;4570000557;1300875868;G4_FLOG_RF1_MEMB_05;G00018;2013;000875868;0000875868
00875898;4570000557;1300875898;G4_FLOG_RF1_MEMB_05;G00018;2013;000875898;0000875898
00875955;4570000557;1300875955;G4_FLOG_RF1_MEMB_05;G00018;2013;000875955;0000875955
00875969;4570000557;1300875969;G4_FLOG_RF1_MEMB_05;G00018;2013;000875969;0000875969
00875982;4570000557;1300875982;G4_FLOG_RF1_MEMB_05;G00018;2013;000875982;0000875982
00876111;4570000557;1300876111;G4_FLOG_RF1_MEMB_05;G00018;2013;000876111;0000876111
00876979;4570000557;1300876979;G4_FLOG_RF1_MEMB_05;G00018;2013;000876979;0000876979
00877018;4570000557;1300877018;G4_FLOG_RF1_MEMB_05;G00018;2013;000877018;0000877018
00877038;4570000557;1300877038;G4_FLOG_RF1_MEMB_05;G00018;2013;000877038;0000877038
00877076;4570000557;1300877076;G4_FLOG_RF1_MEMB_05;G00018;2013;000877076;0000877076
00877196;4570000557;1300877196;G4_FLOG_RF1_MEMB_05;G00018;2013;000877196;0000877196
00877355;4570000557;1300877355;G4_FLOG_RF1_MEMB_05;G00018;2013;000877355;0000877355
00881945;4570000557;1300881945;G4_FLOG_RF1_MEMB_05;G00018;2013;000881945;0000881945
00881954;4570000557;1300881954;G4_FLOG_RF1_MEMB_05;G00018;2013;000881954;0000881954
00881986;4570000557;1300881986;G4_FLOG_RF1_MEMB_05;G00018;2013;000881986;0000881986
00882110;4570000557;1300882110;G4_FLOG_RF1_MEMB_05;G00018;2013;000882110;0000882110
00882249;4570000557;1300882249;G4_FLOG_RF1_MEMB_05;G00018;2013;000882249;0000882249
00882267;4570000557;1300882267;G4_FLOG_RF1_MEMB_05;G00018;2013;000882267;0000882267
00882294;4570000557;1300882294;G4_FLOG_RF1_MEMB_05;G00018;2013;000882294;0000882294
00882354;4570000557;1300882354;G4_FLOG_RF1_MEMB_05;G00018;2013;000882354;0000882354
00882682;4570000557;1300882682;G4_FLOG_RF1_MEMB_05;G00018;2013;000882682;0000882682
00882686;4570000557;1300882686;G4_FLOG_RF1_MEMB_05;G00018;2013;000882686;0000882686
00882695;4570000557;1300882695;G4_FLOG_RF1_MEMB_05;G00018;2013;000882695;0000882695
00882938;4570000557;1300882938;G4_FLOG_RF1_MEMB_05;G00018;2013;000882938;0000882938
00882961;4570000557;1300882961;G4_FLOG_RF1_MEMB_05;G00018;2013;000882961;0000882961
00882976;4570000557;1300882976;G4_FLOG_RF1_MEMB_05;G00018;2013;000882976;0000882976
00883058;4570000557;1300883058;G4_FLOG_RF1_MEMB_05;G00018;2013;000883058;0000883058
00883064;4570000557;1300883064;G4_FLOG_RF1_MEMB_05;G00018;2013;000883064;0000883064
00883070;4570000557;1300883070;G4_FLOG_RF1_MEMB_05;G00018;2013;000883070;0000883070
00883125;4570000557;1300883125;G4_FLOG_RF1_MEMB_05;G00018;2013;000883125;0000883125
00883132;4570000557;1300883132;G4_FLOG_RF1_MEMB_05;G00018;2013;000883132;0000883132
00883133;4570000557;1300883133;G4_FLOG_RF1_MEMB_05;G00018;2013;000883133;0000883133
00883162;4570000557;1300883162;G4_FLOG_RF1_MEMB_05;G00018;2013;000883162;0000883162
00883498;4570000557;1300883498;G4_FLOG_RF1_MEMB_05;G00018;2013;000883498;0000883498
00883516;4570000557;1300883516;G4_FLOG_RF1_MEMB_05;G00018;2013;000883516;0000883516
00883522;4570000557;1300883522;G4_FLOG_RF1_MEMB_05;G00018;2013;000883522;0000883522
00883537;4570000557;1300883537;G4_FLOG_RF1_MEMB_05;G00018;2013;000883537;0000883537
00883541;4570000557;1300883541;G4_FLOG_RF1_MEMB_05;G00018;2013;000883541;0000883541
00883652;4570000557;1300883652;G4_FLOG_RF1_MEMB_05;G00018;2013;000883652;0000883652
00883686;4570000557;1300883686;G4_FLOG_RF1_MEMB_05;G00018;2013;000883686;0000883686
00883692;4570000557;1300883692;G4_FLOG_RF1_MEMB_05;G00018;2013;000883692;0000883692
00883704;4570000557;1300883704;G4_FLOG_RF1_MEMB_05;G00018;2013;000883704;0000883704
00883767;4570000557;1300883767;G4_FLOG_RF1_MEMB_05;G00018;2013;000883767;0000883767
00884261;4570000557;1300884261;G4_FLOG_RF1_MEMB_05;G00018;2013;000884261;0000884261
00884267;4570000557;1300884267;G4_FLOG_RF1_MEMB_05;G00018;2013;000884267;0000884267
00884298;4570000557;1300884298;G4_FLOG_RF1_MEMB_05;G00018;2013;000884298;0000884298
00884303;4570000557;1300884303;G4_FLOG_RF1_MEMB_05;G00018;2013;000884303;0000884303
00884338;4570000557;1300884338;G4_FLOG_RF1_MEMB_05;G00018;2013;000884338;0000884338
00884430;4570000557;1300884430;G4_FLOG_RF1_MEMB_05;G00018;2013;000884430;0000884430
00884687;4570000557;1300884687;G4_FLOG_RF1_MEMB_05;G00018;2013;000884687;0000884687
00884700;4570000557;1300884700;G4_FLOG_RF1_MEMB_05;G00018;2013;000884700;0000884700
00884703;4570000557;1300884703;G4_FLOG_RF1_MEMB_05;G00018;2013;000884703;0000884703
00884759;4570000557;1300884759;G4_FLOG_RF1_MEMB_05;G00018;2013;000884759;0000884759
00884786;4570000557;1300884786;G4_FLOG_RF1_MEMB_05;G00018;2013;000884786;0000884786
00884799;4570000557;1300884799;G4_FLOG_RF1_MEMB_05;G00018;2013;000884799;0000884799
00886729;4570000557;1300886729;G4_FLOG_RF1_MEMB_05;G00018;2013;000886729;0000886729
00886742;4570000557;1300886742;G4_FLOG_RF1_MEMB_05;G00018;2013;000886742;0000886742
00886747;4570000557;1300886747;G4_FLOG_RF1_MEMB_05;G00018;2013;000886747;0000886747
00886758;4570000557;1300886758;G4_FLOG_RF1_MEMB_05;G00018;2013;000886758;0000886758
00887009;4570000557;1300887009;G4_FLOG_RF1_MEMB_05;G00018;2013;000887009;0000887009
00887010;4570000557;1300887010;G4_FLOG_RF1_MEMB_05;G00018;2013;000887010;0000887010
00887015;4570000557;1300887015;G4_FLOG_RF1_MEMB_05;G00018;2013;000887015;0000887015
